$,'',CC,CD,DT,FW,IN,JJ,MD,NN,NNP,NNS,PDT,PRP,RB,RP,SYM,VB,VBD,VBG,VBP,VBZ,WRB,Nat
3.06E-05,6.11E-06,9.17E-05,0.001002813,0.002372508,0.00011618,0.000464718,0.004096857,0.00010395,0.020245811,0.00572337,9.78E-05,1.83E-05,7.34E-05,9.17E-05,,,0.00022013,0.000495292,,0.002721047,0.002054543,,TRUE
6.11E-06,,6.73E-05,0.0002079,0.002623211,6.73E-05,0.000391342,0.003674942,9.17E-05,0.019389752,0.004586034,3.67E-05,3.06E-05,5.50E-05,6.73E-05,,,0.000195671,0.000391342,,0.00276385,0.002054543,,TRUE
6.11E-06,6.11E-06,0.000146753,0.000562554,0.003479271,9.78E-05,0.000562554,0.005130243,0.000171212,0.026134279,0.00668338,3.67E-05,2.45E-05,6.11E-05,0.000140638,,,0.00031185,0.000709307,,0.003497615,0.002702703,,TRUE
1.83E-05,,1.22E-05,0.000354653,0.001895561,0.000189556,0.000305736,0.002702703,0.00010395,0.015873792,0.00372386,5.50E-05,1.83E-05,0.000110065,3.06E-05,,,0.000195671,0.000501406,,0.001938364,0.001363581,,TRUE
1.22E-05,,6.73E-05,0.000244588,0.002586523,7.34E-05,0.000391342,0.003534304,7.34E-05,0.018735478,0.004280298,4.89E-05,1.83E-05,6.11E-05,6.11E-05,,,0.000177327,0.000458603,,0.002403082,0.001999511,,TRUE
1.83E-05,6.11E-06,0.000385227,0.000519751,0.007086951,0.0002079,0.001137336,0.011122661,0.000232359,0.054158004,0.013990461,9.17E-05,0.00010395,0.000158983,0.0002079,,,0.000489177,0.001045616,,0.006732298,0.005888468,,TRUE
6.11E-05,,3.67E-05,0.001326893,0.002452,8.56E-05,0.00031185,0.002953406,0.000226244,0.020056255,0.006548857,3.67E-05,4.28E-05,7.34E-05,7.34E-05,,,0.000299621,0.000550324,,0.002140149,0.001822184,,TRUE
6.11E-06,,1.22E-05,0.00075211,0.002782194,9.17E-05,0.000360768,0.003577107,0.000146753,0.023333741,0.006585545,9.17E-05,2.45E-05,8.56E-05,6.11E-05,,,0.000275162,0.000587012,,0.002788309,0.002097346,,TRUE
6.11E-06,6.11E-06,5.50E-05,0.000189556,0.00192002,9.78E-05,0.000250703,0.002696588,0.000189556,0.015470221,0.004029595,3.67E-05,2.45E-05,3.06E-05,2.45E-05,,,0.0002079,0.000256818,,0.001675431,0.001326893,,TRUE
1.83E-05,,1.22E-05,0.000244588,0.000825486,3.67E-05,0.000171212,0.001082304,0.000110065,0.006976886,0.002311361,2.45E-05,6.11E-06,2.45E-05,6.11E-06,,,0.000146753,0.000158983,,0.000904977,0.000513636,,TRUE
4.28E-05,,1.83E-05,0.00032408,0.001730463,6.73E-05,0.000214015,0.00190779,0.000177327,0.012681913,0.003962333,3.06E-05,3.67E-05,4.28E-05,2.45E-05,,,0.000275162,0.000238474,,0.001424728,0.001033386,,TRUE
6.11E-06,,4.89E-05,0.000287391,0.001106763,4.89E-05,0.000177327,0.001314663,0.000122294,0.008682891,0.002702703,2.45E-05,1.83E-05,2.45E-05,1.83E-05,,,0.000158983,0.000177327,,0.000978354,0.000715421,6.11E-06,TRUE
4.89E-05,,7.34E-05,0.000470833,0.00371163,0.000128409,0.000483062,0.005062982,0.000165097,0.025290449,0.007343769,3.67E-05,6.73E-05,9.78E-05,9.17E-05,,,0.000330194,0.000745995,,0.00381558,0.002598753,,TRUE
0.00022863,1.43E-05,0.000657312,0.005901518,0.01075991,0.000200051,0.002014804,0.015732617,0.000657312,0.086122146,0.027864308,0.000142894,0.000214341,0.000657312,0.000328656,1.43E-05,,0.000971678,0.002657826,,0.010831357,0.007916321,,TRUE
5.72E-05,,1.43E-05,0.001071704,0.00117173,,0.000257209,0.001943357,0.000185762,0.009973993,0.003572347,5.72E-05,1.43E-05,8.57E-05,1.43E-05,,,0.000185762,0.00024292,,0.001214598,0.000957389,,TRUE
1.43E-05,,4.29E-05,0.000542997,0.001428939,,0.000285788,0.002472064,0.000157183,0.012203138,0.003300849,5.72E-05,4.29E-05,5.72E-05,1.43E-05,,,0.000200051,0.000300077,,0.001914778,0.000885942,,TRUE
4.29E-05,,7.14E-05,0.001228887,0.003343717,0.000128604,0.000614444,0.005029865,0.000414392,0.026492527,0.008130662,7.14E-05,7.14E-05,0.000100026,5.72E-05,,,0.000500129,0.000743048,,0.003586637,0.001986225,,TRUE
2.86E-05,,5.72E-05,0.001200309,0.002986482,0.000100026,0.000542997,0.004529736,0.000371524,0.025306507,0.008087794,0.000100026,5.72E-05,8.57E-05,4.29E-05,,,0.000414392,0.000414392,,0.003400875,0.002214855,,TRUE
5.72E-05,,5.72E-05,0.001186019,0.004686919,8.57E-05,0.000971678,0.00795919,0.000500129,0.039167214,0.012831871,0.000185762,0.000214341,0.000200051,0.000128604,,,0.000585865,0.000671601,,0.006173016,0.003458032,2.86E-05,TRUE
4.29E-05,,7.14E-05,0.001043125,0.003229402,0.000185762,0.00047155,0.004529736,0.00022863,0.024663485,0.008130662,4.29E-05,0.000100026,7.14E-05,8.57E-05,,,0.000328656,0.000628733,,0.003072219,0.002357749,,TRUE
4.29E-05,,4.29E-05,0.000957389,0.003057929,8.57E-05,0.000442971,0.004615473,0.000157183,0.025520848,0.006658855,4.29E-05,5.72E-05,0.000157183,0.000114315,,,0.00024292,0.000585865,,0.003057929,0.002257723,,TRUE
5.72E-05,,2.86E-05,0.001200309,0.00374382,4.29E-05,0.000714469,0.004758366,0.000257209,0.027221285,0.008073505,7.14E-05,0.000171473,0.000114315,0.000128604,,,0.000357235,0.000728759,,0.003672373,0.002300592,,TRUE
5.72E-05,,2.86E-05,0.001000257,0.001657569,8.57E-05,0.000428682,0.003300849,0.000342945,0.018904861,0.004758366,5.72E-05,2.86E-05,0.00022863,5.72E-05,,,0.00045726,0.000557286,,0.002943614,0.001200309,,TRUE
1.43E-05,,4.29E-05,0.000514418,0.001457518,,0.000342945,0.002229145,0.000171473,0.012831871,0.003772399,2.86E-05,5.72E-05,7.14E-05,2.86E-05,1.43E-05,,0.000271498,0.00022863,,0.00164328,0.001186019,,TRUE
0.000609225,,,0.006266319,0.012184508,0.000174064,0.001305483,0.011749347,0.000609225,0.093820714,0.02332463,8.70E-05,8.70E-05,0.000348129,0.000348129,,,0.000609225,0.002001741,,0.010443864,0.008355091,,TRUE
,,,0.003742385,0.011140122,0.000348129,0.001914708,0.011227154,0.000522193,0.079025239,0.0256745,0.000261097,0.000348129,0.000348129,0.000435161,,,0.00078329,0.001131419,,0.008181027,0.007310705,,TRUE
,,8.70E-05,0.00435161,0.022106179,0.00078329,0.002001741,0.021932115,0.001914708,0.153959965,0.044473455,,0.000174064,0.000261097,8.70E-05,,,0.003133159,0.002610966,,0.013402959,0.014795474,,TRUE
0.000348129,,0.000348129,0.003829417,0.021932115,0.000696258,0.002872063,0.023759791,0.000609225,0.155961706,0.040992167,,8.70E-05,0.000435161,0.000435161,8.70E-05,,0.001044386,0.003133159,,0.017232376,0.013402959,,TRUE
0.000174064,,0.000435161,0.004264578,0.028546562,0.00078329,0.007658834,0.039164491,0.001218451,0.232375979,0.065883377,0.000435161,0.000696258,0.001392515,0.000609225,,,0.002175805,0.003481288,,0.031505657,0.017493473,0.000261097,TRUE
0.00018307,,0.000285589,0.00456942,0.006429408,0.000219684,0.001244874,0.010727885,8.06E-05,0.058787346,0.014425893,6.59E-05,3.66E-05,0.000109842,0.000168424,,,0.000270943,0.001911248,,0.006063269,0.005213825,1.46E-05,TRUE
2.20E-05,7.32E-06,2.20E-05,0.000695665,0.001852665,4.39E-05,0.000395431,0.002797305,5.13E-05,0.013503222,0.003339192,7.32E-05,2.93E-05,4.39E-05,3.66E-05,,,0.000117165,0.000402753,,0.001955185,0.001230228,,TRUE
1.46E-05,,,0.000373462,0.001281488,5.86E-05,0.000285589,0.00183802,5.86E-05,0.009131517,0.002365261,2.93E-05,2.20E-05,4.39E-05,,,,0.000102519,0.000190393,,0.001105741,0.000827475,,TRUE
,,,0.000109842,0.000270943,,0.000102519,0.000468658,2.93E-05,0.003258641,0.000951963,7.32E-06,,5.86E-05,,,,3.66E-05,3.66E-05,7.32E-06,0.000351494,0.000227006,,TRUE
,,,0.000109842,0.000278266,,9.52E-05,0.000490627,2.20E-05,0.003419742,0.000981254,7.32E-06,,3.66E-05,,,,2.93E-05,3.66E-05,,0.000336848,0.000234329,,TRUE
8.79E-05,,0.000278266,0.004825718,0.00667106,0.000146456,0.001281488,0.01124048,8.79E-05,0.059746632,0.015121558,8.06E-05,5.13E-05,0.00013181,0.000175747,,,0.000248975,0.002094318,,0.006700351,0.005089338,1.46E-05,TRUE
2.20E-05,7.32E-06,2.20E-05,0.000593146,0.001728178,4.39E-05,0.000366139,0.002570299,5.86E-05,0.012661101,0.003148799,7.32E-05,2.20E-05,4.39E-05,3.66E-05,,,0.000117165,0.000351494,,0.001801406,0.001178969,,TRUE
7.32E-06,,,0.000241652,0.000908026,2.93E-05,0.000285589,0.001325425,6.59E-05,0.006773579,0.00291447,2.93E-05,2.20E-05,2.93E-05,7.32E-06,,,0.000117165,0.000139133,,0.000871412,0.000607791,,TRUE
7.32E-06,7.32E-06,,0.000124487,0.000322203,,9.52E-05,0.000505272,1.46E-05,0.0033099,0.001003222,7.32E-06,,2.20E-05,,,,2.20E-05,3.66E-05,7.32E-06,0.000410076,0.000234329,,TRUE
0.000102519,,0.000278266,0.010522847,0.008465144,0.000278266,0.001501172,0.012712361,0.00031488,0.071067663,0.184929701,8.06E-05,5.86E-05,0.000270943,0.000175747,,,0.000519918,0.004049502,,0.00793058,0.006363503,1.46E-05,TRUE
5.13E-05,7.32E-06,2.20E-05,0.002826596,0.002035735,4.39E-05,0.000424722,0.002826596,0.000175747,0.014572349,0.048938196,5.86E-05,2.93E-05,3.66E-05,5.13E-05,,,0.000234329,0.000995899,,0.002006444,0.001296134,,TRUE
1.46E-05,,,0.00031488,0.001288811,6.59E-05,0.000292912,0.001728178,5.86E-05,0.008838606,0.003236673,1.46E-05,2.20E-05,3.66E-05,,,,0.000102519,0.000197715,,0.001047159,0.000820152,,TRUE
6.01E-05,,0.000120171,0.004025717,0.006489215,0.000120171,0.001321877,0.007811092,0.000180256,0.053536021,0.013459112,0.000180256,0.000120171,0.000360512,0.000180256,,,0.000240341,0.000841194,,0.005347594,0.004866911,,TRUE
0.000120171,,0.000240341,0.002463498,0.007991348,0.000180256,0.002463498,0.012437661,0.000540768,0.080273989,0.020729436,0.000240341,0.000240341,0.000841194,0.000120171,,,0.000660939,0.001742474,,0.010755272,0.005047167,,TRUE
,6.01E-05,,0.00102145,0.002403413,,0.000781109,0.004025717,0.000180256,0.026677883,0.008111518,6.01E-05,,0.000180256,,,,0.000240341,0.000180256,6.01E-05,0.003304693,0.001862645,,TRUE
,6.01E-05,,0.00102145,0.002583669,,0.000660939,0.003845461,0.000180256,0.026377456,0.008111518,0.000120171,,0.000240341,,,,0.000240341,0.000120171,6.01E-05,0.003484949,0.001982816,,TRUE
,6.01E-05,,0.00102145,0.002403413,,0.000660939,0.003845461,0.000180256,0.026497627,0.007991348,6.01E-05,,0.000180256,,,,0.000300427,0.000180256,6.01E-05,0.003484949,0.001862645,,TRUE
,6.01E-05,,0.000961365,0.002463498,,0.000600853,0.004025717,0.000180256,0.026798053,0.008171604,6.01E-05,,0.000180256,,,,0.000240341,0.000240341,6.01E-05,0.003244607,0.001982816,,TRUE
,6.01E-05,,0.00102145,0.002523583,,0.000660939,0.003905546,0.000120171,0.026377456,0.007991348,6.01E-05,,0.000180256,,,,0.000240341,6.01E-05,6.01E-05,0.003364778,0.002102986,,TRUE
,,,0.00090128,0.002523583,,0.000781109,0.004025717,0.000240341,0.026978309,0.007751006,0.000120171,,0.000360512,,,,0.000300427,0.000420597,,0.002884095,0.00192273,,TRUE
,6.01E-05,,0.00102145,0.002403413,,0.000660939,0.004085802,0.000120171,0.026918224,0.008111518,6.01E-05,,0.000240341,,,,0.000180256,0.000180256,6.01E-05,0.003424863,0.001982816,,TRUE
6.01E-05,,,0.000841194,0.002283242,,0.00090128,0.004266058,0.000180256,0.027398906,0.007931262,6.01E-05,,0.000300427,,,,0.000240341,0.000240341,,0.002884095,0.00192273,,TRUE
6.01E-05,6.01E-05,,0.000961365,0.002463498,,0.000660939,0.003965631,0.000180256,0.026617797,0.007991348,6.01E-05,,0.000180256,,,,0.000240341,0.000180256,6.01E-05,0.003304693,0.00192273,,TRUE
8.02E-06,,1.60E-05,0.000385097,0.000673919,1.60E-05,0.000160457,0.001050993,6.42E-05,0.005640063,0.001965598,2.41E-05,3.21E-05,0.000136388,1.60E-05,,,7.22E-05,0.00016848,8.02E-06,0.00093065,0.000361028,,TRUE
1.60E-05,,4.81E-05,0.000441257,0.002254421,7.22E-05,0.00044928,0.003401688,8.83E-05,0.017529925,0.00464523,5.62E-05,6.42E-05,0.000152434,3.21E-05,,,0.00011232,0.000537531,,0.002607426,0.00132377,,TRUE
8.02E-06,,8.02E-05,0.000537531,0.001981644,6.42E-05,0.000401142,0.002944386,7.22E-05,0.016454863,0.005198806,6.42E-05,5.62E-05,0.000120343,0.000104297,,,0.000144411,0.000409165,,0.002262443,0.001195405,,TRUE
2.41E-05,,1.60E-05,0.000481371,0.000962742,1.60E-05,0.000320914,0.001500273,8.02E-05,0.00827958,0.002398832,2.41E-05,4.01E-05,0.000120343,2.41E-05,,,8.83E-05,0.00016848,,0.00132377,0.000553577,,TRUE
,,8.02E-05,0.000441257,0.002767883,4.81E-05,0.000481371,0.003939219,0.000184526,0.020394082,0.007493341,7.22E-05,6.42E-05,0.000136388,6.42E-05,,,0.000288823,0.000521485,,0.003048683,0.001933507,,TRUE
,,5.62E-05,0.000320914,0.001821187,3.21E-05,0.000361028,0.0027037,0.000120343,0.013983826,0.003995379,5.62E-05,7.22E-05,0.00011232,2.41E-05,,,0.00016848,0.000385097,,0.002053849,0.001067039,,TRUE
8.02E-06,,3.21E-05,0.000489394,0.002414878,4.81E-05,0.000489394,0.003891082,0.000216617,0.019359135,0.006378165,8.02E-05,8.02E-05,0.000184526,6.42E-05,,,0.000272777,0.000465325,,0.003000546,0.001516318,,TRUE
0.000160457,8.02E-06,0.000353005,0.002230352,0.00982799,0.000136388,0.001732935,0.014120214,0.000296845,0.072630853,0.017377491,7.22E-05,0.000176503,0.000176503,0.000152434,,,0.000561599,0.001957575,,0.010036584,0.006995924,8.02E-06,TRUE
,,2.41E-05,0.000361028,0.001484227,7.22E-05,0.000264754,0.002286512,0.000104297,0.011697314,0.003698533,4.81E-05,4.81E-05,0.00011232,1.60E-05,,,0.000152434,0.000272777,,0.00166073,0.000962742,,TRUE
,,4.81E-05,0.000625782,0.002920317,0.000160457,0.000585668,0.004260133,0.000248708,0.022062835,0.00689965,3.21E-05,8.83E-05,0.000200571,3.21E-05,8.02E-06,,0.00033696,0.000569622,,0.003417734,0.001724913,,TRUE
1.60E-05,,4.81E-05,0.000545554,0.002093964,7.22E-05,0.000529508,0.003201117,8.02E-05,0.01751388,0.005030326,7.22E-05,8.02E-05,0.00011232,4.81E-05,,,0.000120343,0.000521485,,0.002567312,0.001187382,,TRUE
1.60E-05,8.02E-06,4.01E-05,0.000569622,0.002198261,7.22E-05,0.000521485,0.003658419,4.81E-05,0.020313854,0.005712269,0.00011232,0.00011232,0.000120343,6.42E-05,,,8.02E-05,0.00044928,,0.003257277,0.001468181,,TRUE
,8.02E-06,5.62E-05,0.000585668,0.00259138,0.00011232,0.000489394,0.004059562,0.000248708,0.020763133,0.010630275,0.000120343,0.000104297,0.000136388,4.81E-05,8.02E-06,,0.000320914,0.000513462,,0.002783929,0.001813164,,TRUE
,,1.98E-05,0.000773104,0.001764263,1.98E-05,0.000277524,0.002755422,0.000257701,0.013677992,0.004103398,3.96E-05,1.98E-05,,9.91E-05,,,0.000297348,0.000297348,,0.001843555,0.001268683,,TRUE
1.98E-05,,0.000198232,0.00081275,0.002676129,7.93E-05,0.000416287,0.004222337,0.000317171,0.022757007,0.010327875,5.95E-05,9.91E-05,1.98E-05,9.91E-05,,,0.00043611,0.000654165,,0.002755422,0.002081434,,TRUE
3.96E-05,,5.95E-05,0.000574872,0.003786227,7.93E-05,0.000792927,0.00505491,0.000416287,0.028267851,0.009634064,3.96E-05,9.91E-05,9.91E-05,0.000118939,3.96E-05,,0.000475756,0.000555049,,0.003944812,0.002240019,,TRUE
,1.98E-05,9.91E-05,0.000753281,0.006541648,9.91E-05,0.001585854,0.010902747,0.000713634,0.053740634,0.015343139,0.000237878,0.000118939,,0.000198232,,,0.001328153,0.001585854,,0.005728898,0.004935971,,TRUE
,,1.98E-05,0.00081275,0.004856678,0.000237878,0.000852397,0.006858819,0.000574872,0.035424018,0.011596559,0.000138762,0.000118939,1.98E-05,0.000178409,,,0.000971336,0.000951513,,0.005074733,0.003528526,5.95E-05,TRUE
1.98E-05,,3.96E-05,0.00037664,0.002894184,0.000257701,0.000495579,0.005173849,0.000416287,0.026107124,0.008405027,5.95E-05,3.96E-05,5.95E-05,0.000158585,,,0.000455933,0.000396464,,0.003528526,0.002240019,,TRUE
,,0.000138762,0.000336994,0.00467827,3.96E-05,0.001010982,0.007037228,0.000416287,0.036553939,0.011517266,0.000118939,0.000158585,9.91E-05,0.000198232,,,0.000515403,0.001229037,,0.004539508,0.002973477,,TRUE
,,7.93E-05,0.000792927,0.006283947,0.000198232,0.001328153,0.009574595,0.00087222,0.049359711,0.013816755,0.000158585,0.000118939,5.95E-05,0.000237878,,,0.001229037,0.00124886,,0.006184831,0.004876502,,TRUE
,,1.98E-05,0.000773104,0.00174444,1.98E-05,0.000257701,0.002715775,0.000297348,0.013955517,0.004162867,3.96E-05,1.98E-05,,9.91E-05,,,0.000336994,0.000297348,,0.001863379,0.00130833,,TRUE
,,1.98E-05,0.000277524,0.001665147,1.98E-05,0.000277524,0.002676129,0.000297348,0.013380645,0.003825873,3.96E-05,1.98E-05,,9.91E-05,,,0.000336994,0.000277524,,0.00174444,0.001288507,,TRUE
,,7.93E-05,0.000535226,0.004281806,0.000138762,0.000614518,0.00630377,0.000594695,0.030725925,0.009554771,5.95E-05,0.000118939,0.000158585,0.000198232,1.98E-05,,0.000852397,0.000654165,,0.004123221,0.003151885,,TRUE
1.26E-05,,1.26E-05,0.000340703,0.001438522,6.31E-05,0.000201898,0.001968504,0.000164042,0.00965324,0.005678377,2.52E-05,1.26E-05,2.52E-05,5.05E-05,,,0.000227135,0.000391177,,0.001135675,0.000921159,2.52E-05,TRUE
8.83E-05,,0.000429033,0.003886533,0.013287402,0.000328084,0.002359681,0.019281244,0.00109782,0.104444276,0.030183727,0.000113568,0.000239754,0.000567838,0.000605694,,,0.002107309,0.003255603,,0.012631234,0.009249445,,TRUE
,,1.26E-05,0.000492126,0.001123057,1.26E-05,0.000176661,0.001753987,0.000164042,0.008706844,0.002612053,2.52E-05,1.26E-05,,6.31E-05,,,0.000189279,0.000189279,,0.001173531,0.000807591,,TRUE
,,1.26E-05,0.000492126,0.001123057,1.26E-05,0.000176661,0.001753987,0.000164042,0.008706844,0.002612053,2.52E-05,1.26E-05,,6.31E-05,,,0.000189279,0.000189279,,0.001173531,0.000807591,,TRUE
1.26E-05,,0.000126186,0.000517363,0.001703513,5.05E-05,0.000264991,0.002687765,0.000201898,0.01448617,0.006574298,3.79E-05,6.31E-05,1.26E-05,6.31E-05,,,0.00027761,0.000416414,,0.001753987,0.001324955,,TRUE
2.52E-05,,3.79E-05,0.00036594,0.002410155,5.05E-05,0.000504745,0.003217747,0.000264991,0.017994145,0.006132647,2.52E-05,6.31E-05,6.31E-05,7.57E-05,2.52E-05,,0.000302847,0.000353321,,0.002511104,0.001425903,,TRUE
,1.26E-05,6.31E-05,0.000479507,0.004164143,6.31E-05,0.001009489,0.006940238,0.00045427,0.034209065,0.009766808,0.000151423,7.57E-05,,0.000126186,,,0.000845447,0.001009489,,0.00364678,0.003142035,,TRUE
,,1.26E-05,0.000517363,0.003091561,0.000151423,0.0005426,0.004366041,0.00036594,0.022549465,0.00738189,8.83E-05,7.57E-05,1.26E-05,0.000113568,,,0.000618312,0.000605694,,0.003230365,0.002246113,3.79E-05,TRUE
2.52E-05,,8.83E-05,0.000706642,0.002574197,0.000176661,0.000403796,0.004075813,0.000378558,0.020492631,0.008896124,8.83E-05,5.05E-05,0.000100949,0.000100949,,,0.000529982,0.000630931,,0.002902281,0.001791843,,TRUE
1.26E-05,,2.52E-05,0.000239754,0.001842318,0.000164042,0.000315465,0.003293459,0.000264991,0.016618716,0.005350293,3.79E-05,2.52E-05,3.79E-05,0.000100949,,,0.000290228,0.000252372,,0.002246113,0.001425903,,TRUE
,,8.83E-05,0.000214516,0.002977993,2.52E-05,0.000643549,0.004479608,0.000264991,0.023268726,0.007331415,7.57E-05,0.000100949,6.31E-05,0.000126186,,,0.000328084,0.000782354,,0.002889663,0.001892792,,TRUE
,,1.26E-05,0.000492126,0.001110438,1.26E-05,0.000164042,0.00172875,0.000189279,0.008883505,0.002649909,2.52E-05,1.26E-05,,6.31E-05,,,0.000214516,0.000189279,,0.00118615,0.000832829,,TRUE
7.03E-05,1.17E-05,0.000140515,0.003114754,0.011733021,0.000269321,0.002482436,0.016990632,0.000819672,0.086697892,0.029964871,0.000175644,0.000163934,0.000702576,0.00029274,2.34E-05,,0.001112412,0.002014052,,0.012377049,0.008501171,,TRUE
5.85E-05,2.34E-05,0.000105386,0.001662763,0.005362998,0.000269321,0.000960187,0.007084309,0.000140515,0.041206089,0.010854801,9.37E-05,0.000234192,0.00029274,8.20E-05,,,0.000327869,0.000901639,,0.006791569,0.003782201,,TRUE
3.51E-05,,3.51E-05,0.000725995,0.002025761,5.85E-05,0.00029274,0.002903981,7.03E-05,0.017377049,0.005398126,7.03E-05,5.85E-05,0.000152225,5.85E-05,,,0.000117096,0.000327869,,0.00264637,0.0014637,,TRUE
4.68E-05,,3.51E-05,0.000819672,0.001627635,,0.000140515,0.002318501,0.000105386,0.011405152,0.003864169,0.000105386,5.85E-05,0.000117096,3.51E-05,,,0.000140515,0.000316159,,0.001826698,0.001135831,,TRUE
3.51E-05,,0.000163934,0.001147541,0.004168618,0.000163934,0.000983607,0.005081967,0.000222482,0.030257611,0.008700234,0.000140515,5.85E-05,0.000409836,9.37E-05,,,0.000374707,0.000772834,,0.00469555,0.002880562,,TRUE
,,1.17E-05,0.000620609,0.001252927,,0.000152225,0.001487119,7.03E-05,0.00795082,0.002798595,4.68E-05,3.51E-05,0.000117096,2.34E-05,,,0.000105386,0.000222482,,0.00118267,0.00087822,,TRUE
9.37E-05,,9.37E-05,0.0014637,0.006651054,0.000140515,0.001007026,0.008992974,0.000526932,0.047740047,0.015702576,0.000257611,0.000210773,0.000562061,0.000222482,,,0.000714286,0.001007026,,0.00881733,0.003981265,,TRUE
2.34E-05,,4.68E-05,0.001604215,0.002587822,0.000105386,0.000526932,0.003618267,2.34E-05,0.019508197,0.006194379,4.68E-05,4.68E-05,0.00030445,0.000117096,,,5.85E-05,0.000550351,,0.002798595,0.001545667,,TRUE
2.34E-05,,2.34E-05,0.000339578,0.001803279,0.000210773,0.000398126,0.002798595,8.20E-05,0.014215457,0.005971897,1.17E-05,8.20E-05,0.000128806,2.34E-05,,,0.000152225,0.000269321,,0.002096019,0.001370023,,TRUE
1.17E-05,2.34E-05,0.000245902,0.001370023,0.007693208,0.000210773,0.001662763,0.008629977,0.000199063,0.058009368,0.016545667,0.000105386,0.000199063,0.000444965,0.000199063,,,0.000444965,0.001498829,,0.009496487,0.004836066,,TRUE
,6.04E-05,,0.000965834,0.002776772,,0.000603646,0.004044428,0.000120729,0.027164071,0.008269951,6.04E-05,,0.000241458,,,,0.000181094,0.000241458,6.04E-05,0.003440782,0.001992032,6.04E-05,TRUE
0.000543281,,,0.013883859,0.009356513,0.000181094,0.002354219,0.013340577,0.001026198,0.090607268,0.02505131,6.04E-05,0.000120729,0.001026198,0.000241458,,,0.001086563,0.005553543,,0.013400942,0.005130991,,TRUE
,6.04E-05,,0.001026198,0.002414584,,0.000603646,0.003984064,0.000120729,0.026922613,0.008269951,6.04E-05,,0.000241458,,,,0.000181094,0.000362188,6.04E-05,0.003440782,0.001931667,,TRUE
0.000120729,,0.000362188,0.003259689,0.017807558,0.000845104,0.003199324,0.030665218,0.001328021,0.15700833,0.037667512,0.000301823,0.000603646,0.000845104,0.000905469,,,0.001629844,0.003078595,6.04E-05,0.021067246,0.012495473,,TRUE
0.000120729,,0.000422552,0.002716407,0.01823011,0.000301823,0.003199324,0.031027406,0.001086563,0.155982132,0.040383919,0.000482917,0.000301823,0.001931667,0.000845104,6.04E-05,,0.001629844,0.003078595,,0.021067246,0.012797296,,TRUE
,,0.000301823,0.002173126,0.017264276,0.000543281,0.004406616,0.030182301,0.001388386,0.157853435,0.041893034,0.000422552,0.000482917,0.000422552,0.000422552,6.04E-05,,0.001750573,0.003138959,,0.019739225,0.01207292,,TRUE
1.51E-05,,7.05E-05,0.000231519,0.002677565,9.56E-05,0.000578797,0.004731036,0.000357344,0.023222339,0.006799605,4.03E-05,0.00010066,0.000644226,4.53E-05,,5.03E-06,0.000503302,0.000488203,,0.003804961,0.001545136,,TRUE
5.03E-06,,1.51E-05,0.000186222,0.000654292,1.51E-05,0.000211387,0.000986471,4.53E-05,0.006542922,0.001620631,2.01E-05,1.51E-05,8.05E-05,1.01E-05,,,5.03E-05,0.000186222,,0.000895877,0.000392575,,TRUE
,,3.02E-05,0.000115759,0.001545136,7.55E-05,0.000307014,0.001972943,9.06E-05,0.012225197,0.003462715,4.53E-05,3.02E-05,7.55E-05,3.52E-05,5.03E-06,,0.00021642,0.000301981,,0.001545136,0.000890844,,TRUE
5.03E-06,5.03E-06,4.53E-05,0.00016609,0.00148474,6.04E-05,0.000382509,0.002128966,6.54E-05,0.013468352,0.0037043,2.52E-05,7.05E-05,0.000115759,2.52E-05,5.03E-06,,0.000181189,0.000377476,,0.001887381,0.000996537,,TRUE
2.52E-05,,9.56E-05,0.000236552,0.003145635,6.04E-05,0.000508335,0.004313295,0.00015099,0.023096513,0.005667177,8.56E-05,0.00010066,3.02E-05,7.55E-05,,5.03E-06,0.000236552,0.000478137,,0.002758093,0.002420881,,TRUE
2.01E-05,,4.53E-05,0.000135891,0.00243598,0.000125825,0.000412707,0.003588541,0.000156024,0.018813416,0.005078314,1.51E-05,0.00010066,0.000105693,3.02E-05,,,0.000281849,0.000392575,,0.002481277,0.00170116,,TRUE
2.52E-05,,1.01E-05,0.000196288,0.000961306,1.01E-05,0.000161057,0.001348848,4.03E-05,0.007564624,0.002446046,1.01E-05,1.51E-05,4.03E-05,2.01E-05,1.01E-05,,7.05E-05,0.000140924,,0.001102231,0.000588863,5.03E-06,TRUE
1.01E-05,,3.02E-05,0.000271783,0.00148474,7.05E-05,0.00026675,0.002556772,0.000110726,0.013090876,0.003140602,2.52E-05,5.03E-05,7.05E-05,7.55E-05,,,0.000135891,0.000256684,5.03E-06,0.001756523,0.001041834,,TRUE
2.52E-05,,4.53E-05,0.00036741,0.001791754,0.000120792,0.000407674,0.002531607,0.000236552,0.015255073,0.003744564,3.02E-05,3.52E-05,0.000120792,2.52E-05,,,0.000291915,0.000281849,,0.002053471,0.001223023,,TRUE
2.01E-05,,1.51E-05,0.000271783,0.001112297,2.01E-05,0.000135891,0.001545136,7.55E-05,0.007921968,0.002113867,2.52E-05,3.02E-05,8.05E-05,4.03E-05,1.51E-05,,0.000115759,0.000161057,,0.001082099,0.000840514,,TRUE
